City,Latitude,Longitude,Restaurant_Count,Province
Hombeek,51.014356,4.442769699999999,1,Vlaams Gewest
Holsbeek,50.9257403,4.8078558,1,Vlaams Gewest
Hoepertingen,50.81235,5.283679999999999,1,Vlaams Gewest
Hoegaarden,50.7741724,4.8872957,1,Vlaams Gewest
Hever,50.995,4.55135,1,Vlaams Gewest
Herzele,50.88449079999999,3.892864299999999,1,Vlaams Gewest
Herstal,50.66463470000001,5.630307699999999,1,Région Wallonne
Hermalle,50.7112191,5.6800351,1,Région Wallonne
Herenthout,51.1390868,4.756664499999999,1,Vlaams Gewest
Herenthals,51.1771481,4.8363428,1,Vlaams Gewest
Helecine,50.75931139999999,4.9893181,1,Région Wallonne
Hekelgem,50.9072267,4.108495599999999,1,Vlaams Gewest
Heist-Op-Den-Berg,51.0725819,4.7238688,1,Vlaams Gewest
Heers,50.7537645,5.3022022,1,Vlaams Gewest
Hechtel-Eksel,51.1249341,5.367727599999999,1,Vlaams Gewest
Hechtel,51.1252349,5.3661124,1,Vlaams Gewest
Hasselt-Spalbeek,50.9486672,5.2247223,1,Vlaams Gewest
Ham,51.104129,5.1768601,1,Vlaams Gewest
Halle-Booienhoven,50.80475,5.11168,1,Vlaams Gewest
Halen,50.9495952,5.115205599999999,1,Vlaams Gewest
Haasdonk,51.1810333,4.2378789,1,Vlaams Gewest
Haaltert,50.9017901,4.0069576,1,Vlaams Gewest
Grembergen,51.0550925,4.1056631,1,Vlaams Gewest
Gistel,51.1495138,2.9539629,1,Vlaams Gewest
Gijzegem,50.9837657,4.051057999999999,1,Vlaams Gewest
Gierle,51.2671512,4.8677063,1,Vlaams Gewest
Galmaarden,50.7497978,3.9716375,1,Vlaams Gewest
Frasnes,50.6667703,3.6194938,1,Région Wallonne
Fexhe-le-Haut-Clocher,50.6652806,5.3994912,1,Région Wallonne
Estaimpuis,50.6874581,3.2706078,1,Région Wallonne
Erembodegem,50.9206095,4.060892,1,Vlaams Gewest
Eppegem,50.9621231,4.4544329,1,Vlaams Gewest
Eksel,51.1546138,5.394354499999999,1,Vlaams Gewest
Eke,50.9568208,3.6416381,1,Vlaams Gewest
Eisden,50.9854566,5.714076899999999,1,Vlaams Gewest
Eindhout,51.0988595,5.0008238,1,Vlaams Gewest
Eigenbrakel,50.6852876,4.3752475,1,Région Wallonne
Eernegem,51.1295248,3.0274313,1,Vlaams Gewest
Echt,50.503887,4.469936,1,Région Wallonne
Dworp,50.72949,4.301089999999999,1,Vlaams Gewest
Dranouter,50.76591939999999,2.7829724,1,Vlaams Gewest
Dormaal,50.80722,5.0985,1,Vlaams Gewest
Denderhoutem,50.8709652,4.0184815,1,Vlaams Gewest
De Panne,51.0954838,2.5887526,1,Vlaams Gewest
Dalhem,50.7133704,5.7228273,1,Région Wallonne
Courtrai,50.8270689,3.2603645,1,Vlaams Gewest
Comines-Warneton,50.726584,2.8806397,1,Région Wallonne
Comines,50.76874590000001,2.9997061,1,Région Wallonne
Chaumont-Gistoux,50.6835524,4.694995899999999,1,Région Wallonne
Burcht,51.20367,4.34148,1,Vlaams Gewest
Bunsbeek,50.84216499999999,4.9426464,1,Vlaams Gewest
Buggenhout (Opdorp),51.02806,4.21918,1,Vlaams Gewest
Brugge Sint-Kruis,51.21429699999999,3.2512976,1,Vlaams Gewest
Brugge Sint-Andries,51.1972024,3.1794755,1,Vlaams Gewest
Broechem,51.1813334,4.6020124,1,Vlaams Gewest
Braine-l’Alleud,50.6852876,4.3752475,1,Région Wallonne
Braine-le-Comte,50.6105335,4.135505,1,Région Wallonne
Braine-Le-Comte,50.6105335,4.135505,1,Région Wallonne
Bouwel,51.1719684,4.7420582,1,Vlaams Gewest
Bocholt,51.1729873,5.5787505,1,Vlaams Gewest
Beringen-mijn,51.07839999999999,5.22598,1,Vlaams Gewest
Berendrecht,51.34287,4.31409,1,Vlaams Gewest
Berchem-Saint-Agathes,50.8644399,4.297447,1,Bruxelles
Berchem sainte Agathe,50.8644399,4.297447,1,Bruxelles
Beersel,50.7670322,4.3081003,1,Vlaams Gewest
Baarle-Nassau,50.503887,4.469936,1,Région Wallonne
Baarle-Hertog,51.4418257,4.9317107,1,Vlaams Gewest
Baardegem,50.9549555,4.141577,1,Vlaams Gewest
Awans,50.6836035,5.4618914,1,Région Wallonne
Averbode,51.0305467,4.977454,1,Vlaams Gewest
Ath,50.6342274,3.772344,1,Région Wallonne
Assebroek,51.20202339999999,3.2550607,1,Vlaams Gewest
As,50.9993401,5.5771742,1,Vlaams Gewest
Ardooie,50.978289,3.1985825,1,Vlaams Gewest
Anzegem,50.8326375,3.4784864,1,Vlaams Gewest
Anwterpen,51.2199302,4.414990299999999,1,Vlaams Gewest
Antwerpen-Zuid,51.2084467,4.391418,1,Vlaams Gewest
Affligem,50.9125155,4.111778,1,Vlaams Gewest
Aarstelaar,51.1379437,4.3781943,1,Vlaams Gewest
Aarsele,50.99693430000001,3.4224989,1,Vlaams Gewest
1040,50.8335737,4.3943477,1,Bruxelles
