City,Latitude,Longitude,Restaurant_Count,Province
Booischot,51.05151,4.77523,2,Flanders
Boechout,51.1662505,4.496432899999999,2,Flanders
Beveren-Waas,51.2132887,4.2581365,2,Flanders
Betekom,50.98566,4.7817,2,Flanders
Berlare,51.0252056,4.003722,2,Flanders
Belsele,51.1428369,4.0861828,2,Flanders
Begijnendijk,51.0187914,4.7826539,2,Flanders
Aubel,50.7043899,5.858471799999999,2,Wallonia
Arendonk,51.32277490000001,5.0775438,2,Flanders
Antwerp,51.2199302,4.414990299999999,2,Flanders
Ans,50.6638539,5.5115031,2,Wallonia
Alken,50.8748926,5.305571599999999,2,Flanders
Zwijnaarde,50.99980619999999,3.7106183,1,Flanders
Zutendaal,50.93198599999999,5.572415899999999,1,Flanders
Zoutleeuw,50.8323245,5.1045143,1,Flanders
Zomergem,51.1192868,3.5644511,1,Flanders
Zoerle-Porwijs,51.08879,4.868939999999999,1,Flanders
Zellik,50.88449,4.27401,1,Flanders
Zeebrugge,51.3315136,3.2062847,1,Flanders
Zammel (Geel),51.1015,4.94856,1,Flanders
Wondelgem,51.09050089999999,3.7160657,1,Flanders
Woluwe-Sint-Lambrecht,50.8456203,4.4175388,1,Brussel
Woluwe-Saint-Etienne,50.8691316,4.450322799999999,1,Flanders
Woluwe saint lambert,50.8456203,4.4175388,1,Brussel
Wingene,51.0579554,3.277482,1,Flanders
Wezembeek,50.840067,4.4937248,1,Flanders
Westmeerbeek,51.06032,4.8351,1,Flanders
Westmalle,51.2968136,4.694263299999999,1,Flanders
Westende,51.1687058,2.7759824,1,Flanders
Wenduine,51.2976457,3.0830791,1,Flanders
Wellen,50.8415407,5.3303698,1,Flanders
Weelde,51.406763,4.9908357,1,Flanders
Wauthier-Braine,50.68121,4.29806,1,Wallonia
Wauthier Braine,50.68121,4.29806,1,Wallonia
Waasmunster,51.1110222,4.0876445,1,Flanders
Waarschoot,51.1514819,3.6060488,1,Flanders
Vrasene,51.2193961,4.1944794,1,Flanders
Vorst,50.8202973,4.325840299999999,1,Brussel
Vissenaken,50.83768,4.90484,1,Flanders
Vise,50.7378047,5.6956089,1,Wallonia
Veurne,51.0726963,2.6625315,1,Flanders
Tubeke,50.6944925,4.2040202,1,Wallonia
Tournai,50.6127324,3.379139,1,Wallonia
Tielen,51.2434976,4.8976789,1,Flanders
Testelt,51.016921,4.9549334,1,Flanders
Ternat,50.8699819,4.160936100000001,1,Flanders
Termonde,51.0256441,4.102013599999999,1,Flanders
Strombeek,50.9095358,4.3546661,1,Flanders
Steenokkerzeel,50.91912,4.501839299999999,1,Flanders
Steenhuffel,50.99577,4.26716,1,Flanders
Staden,50.9746466,3.0146178,1,Flanders
St-Niklaas,51.1657403,4.1370695,1,Flanders
Sluis,51.21108,5.135520000000001,1,Flanders
Sint-Stevens-Woluwe,50.8691316,4.450322799999999,1,Flanders
Sint-Pieters-Woluwe,50.83302399999999,4.431729,1,Brussel
Sint-Pauwels,51.193303,4.0977458,1,Flanders
Sint-Michiels,51.1858939,3.2082098,1,Flanders
Sint-Kwintens-Lennik,50.80422,4.154809999999999,1,Flanders
Sint-Kruis,51.21429699999999,3.2512976,1,Flanders
Sint-Josse-ten-Noode,50.8499102,4.3730202,1,Brussel
Sint-Josse-Ten-Noode,50.8499102,4.3730202,1,Brussel
Sint-Joost-ten-Node,50.8499102,4.3730202,1,Brussel
Sint-Job-In-'t-Goor (Brecht),51.29729950000001,4.5738455,1,Flanders
Sint-Jans-Moleenbeek,50.8589178,4.3120744,1,Brussel
Sint-Gilles,50.8268879,4.3446733,1,Brussel
Sint-Eloois-Winkel,50.8762769,3.1823566,1,Flanders
Sint-Amands,51.054855,4.2050401,1,Flanders
Sint- Andries,51.1972024,3.1794755,1,Flanders
Sint pieters woluwe,50.83302399999999,4.431729,1,Brussel
Sint Niklaas,51.1657403,4.1370695,1,Flanders
Sint Michiels,51.1858939,3.2082098,1,Flanders
Sint Josse Ten Noode,50.8499102,4.3730202,1,Brussel
Sinaai,51.1563307,4.0444238,1,Flanders
Scherpenheuvel,50.9801333,4.9753378,1,Flanders
Schaffen-Diest,51.01086400000001,5.099756999999999,1,Flanders
Saintes,50.70615,4.15817,1,Wallonia
Saint-josse-ten-noode,50.8499102,4.3730202,1,Brussel
Saint-Trond,50.8186764,5.1816874,1,Flanders
Saint-Nicolas,50.6402849,5.523139899999999,1,Wallonia
Rupelmonde,51.1274074,4.2903448,1,Flanders
Ruislede,51.0413499,3.3970884,1,Flanders
Rotselaar,50.9502027,4.7115345,1,Flanders
Roosdaal,50.8428641,4.0759748,1,Flanders
Rocourt,50.67592140000001,5.545947399999999,1,Wallonia
Roccourt,50.67592140000001,5.545947399999999,1,Wallonia
Rillaar,50.97438,4.89422,1,Flanders
Rhode-Saint-Genèse,50.7432603,4.3465049,1,Flanders
Rhode Saint Genèse,50.7432603,4.3465049,1,Flanders
Renaix,50.7498634,3.6039574,1,Flanders
Rekkem,50.782807,3.1641132,1,Flanders
Reet,51.10113339999999,4.4125882,1,Flanders
Ravels,51.371407,4.9936552,1,Flanders
Ramsel,51.03211,4.8328,1,Flanders
Putte-Kapellen,51.35326999999999,4.39672,1,Flanders
Oudsbergen,51.0980576,5.518132899999999,1,Flanders
Oudergem,50.8165359,4.4263595,1,Brussel
Oud-Heverlee,50.8260579,4.7023053,1,Flanders
Ossendrecht,50.503887,4.469936,1,Wallonia
Oreye,50.7308698,5.344570699999999,1,Wallonia
Ophasselt,50.82118209999999,3.8913282,1,Flanders
Opglabbeek,51.04316,5.58412,1,Flanders
Oosterzele,50.9384372,3.7856038,1,Flanders
Oordegem,50.9565245,3.9028634,1,Flanders
Olsene,50.9362129,3.4657328,1,Flanders
Olen,51.1687461,4.9039816,1,Flanders
Okselaar,51.03434,5.01203,1,Flanders
Oevel,51.1387198,4.9042615,1,Flanders
Oelegem,51.2129972,4.599714899999999,1,Flanders
Noorderwijk (Herentals),51.1393923,4.8388348,1,Flanders
Nieuwkerken-Waas,51.1935108,4.177540100000001,1,Flanders
Nieuwerkerken,50.8647465,5.1885873,1,Flanders
Nieppe,50.503887,4.469936,1,Wallonia
Neupré,50.54325679999999,5.4877416,1,Wallonia
Neerlinter,50.8398055,5.022196999999999,1,Flanders
Neder-Over-Heembeek,50.8953309,4.3880767,1,Brussel
Munster Bilzen,50.88973259999999,5.5261669,1,Flanders
Moorsele,50.8405959,3.1646335,1,Flanders
Meulebeke,50.94865129999999,3.2901275,1,Flanders
Meise,50.9358975,4.3293883,1,Flanders
Maastricht West,50.503887,4.469936,1,Wallonia
Lummen,50.9936301,5.197123599999999,1,Flanders
Lubbeek,50.8816717,4.84146,1,Flanders
Louvain-la-Neuve,50.66808100000001,4.6118324,1,Wallonia
Loppem,51.1559088,3.1959225,1,Flanders
Lombardsijde-Bad,51.15626,2.74546,1,Flanders
Lint,51.1272842,4.4969214,1,Flanders
Linkeroever,51.2205082,4.3782374,1,Flanders
Linkebeek,50.7700457,4.3346411,1,Flanders
Linden (Lubbeek),50.89393,4.77215,1,Flanders
Lierde,50.8151322,3.824951099999999,1,Flanders
Laken,50.8779248,4.3481374,1,Brussel
Laakdal,51.06995209999999,4.9872526,1,Flanders
Kumtich (Tienen),50.82246,4.88742,1,Flanders
Kruishoutem,50.90449899999999,3.5281414,1,Flanders
Kortrijk-Dutsel,50.9266825,4.8055097,1,Flanders
Kortenaken,50.9089882,5.0600613,1,Flanders
Kortemark,51.0309454,3.0438624,1,Flanders
Koersel,51.05844,5.27176,1,Flanders
Knocke-Heist,51.3411792,3.2870914,1,Flanders
Kiel,51.19024539999999,4.3786055,1,Flanders
Kester,50.76428,4.11935,1,Flanders
Kessel-lo,50.88514,4.73571,1,Flanders
Kessel-Lo (Leuven),50.88514,4.73571,1,Flanders
Kasterlee,51.2408811,4.9664674,1,Flanders
Kapelle-op-den-Bos,51.0111319,4.3608915,1,Flanders
Kanne,50.814055,5.6693136,1,Flanders
Jeuk,50.73427,5.20969,1,Flanders
Ittervoort,50.503887,4.469936,1,Wallonia
Itegem,51.10321,4.72927,1,Flanders
Hove,51.15417960000001,4.4724334,1,Flanders
Houthalen-Oost,51.020885,5.469392,1,Flanders
Hoogstraten-Meerle,51.4733516,4.803769,1,Flanders
Hombeek,51.014356,4.442769699999999,1,Flanders
Holsbeek,50.9257403,4.8078558,1,Flanders
Hoepertingen,50.81235,5.283679999999999,1,Flanders
Hoegaarden,50.7741724,4.8872957,1,Flanders
Hever,50.995,4.55135,1,Flanders
Herzele,50.88449079999999,3.892864299999999,1,Flanders
Herstal,50.66463470000001,5.630307699999999,1,Wallonia
